,create_time,text,retweets,favorites,text_clean,polarity,subjectivity,sentiment_2,keywords
100,2020-10-11 21:25:16,"Together we can build a community that is strong and decent, just and kind—one in which we can all see ourselves. 
https://t.co/fQTXSPJBwL",2586,11972,together build community strong decent kindone see,0.3,0.7,positive,other
101,2020-10-11 19:34:01,The Supreme Court makes decisions that impact millions of Americans for generations. We must ensure that the integr… https://t.co/ki37MPc3Y1,12503,72103,supreme court makes decisions impact millions americans generations must ensure integr,0.0,0.0,neutral,other
102,2020-10-11 19:07:28,RT @JoeBiden: There is no excuse for President Trump’s reckless behavior. https://t.co/ooUh6pxRDt,25400,0,rt joebiden excuse president trumps reckless behavior,0.025,0.05,positive,other
103,2020-10-11 17:01:01,"Together, we can build a world where all girls have every opportunity to succeed and thrive. 

And to every girl ou… https://t.co/RbPIkLVOCr",8288,53176,together build world girls every opportunity succeed thrive every girl ou,0.0,0.0,neutral,other
104,2020-10-11 15:17:01,"On #NationalComingOutDay, we celebrate members of the LGBTQ+ community and remember that, even today, it’s not alwa… https://t.co/KQitBEOlVQ",19498,135591,nationalcomingoutday celebrate members community remember even today alwa,0.0,0.0,neutral,other
105,2020-10-11 13:36:42,"Together, we will build our country back better than before.

It was an honor to make the case for @JoeBiden’s and… https://t.co/LkeW7RKLE5",7022,37978,together build country back better honor make case joebidens,0.25,0.25,positive,other
106,2020-10-11 01:24:21,Our campaign is committed to building a broad coalition of supporters that is diverse and inclusive. Proud to share… https://t.co/JvHeLTUkRb,8183,33519,campaign committed building broad coalition supporters diverse inclusive proud share,0.43125,0.65625,positive,other
107,2020-10-10 20:55:38,"Tune in live as @JoeBiden gives remarks in Erie, Pennsylvania about how we will get the American economy back on tr… https://t.co/J3820cCsW9",1527,7541,tune live joebiden gives remarks erie pennsylvania get american economy back tr,0.04545454545454545,0.16666666666666666,positive,other
108,2020-10-10 19:15:03,"With their selection of a nominee to a lifetime appointment on the Supreme Court, Republicans have made it clear: t… https://t.co/oU0n8y5cih",7546,31953,selection nominee lifetime appointment supreme court republicans made clear,0.10000000000000002,0.3833333333333333,positive,election
109,2020-10-10 18:00:03,Donald Trump and Mike Pence don’t have a national testing plan for coronavirus or a national strategy for contact t… https://t.co/d5XwErZFox,13326,70279,donald trump mike pence dont national testing plan coronavirus national strategy contact,0.0,0.0,neutral,other
110,2020-10-10 15:12:02,"On #WorldMentalHealthDay, we affirm that mental health is just as important and real as physical health. Together,… https://t.co/rHdczL1cFQ",12844,78070,worldmentalhealthday affirm mental health important real physical health together,0.10000000000000002,0.47142857142857136,positive,other
111,2020-10-10 14:03:47,"As a proud graduate of Howard University, I’m always excited to hear from HBCU students. We are family—no matter wh… https://t.co/zY5El2wcbn",8851,50704,proud graduate howard university im always excited hear hbcu students familyno matter wh,0.5875,0.875,positive,other
112,2020-10-10 01:07:01,"When we vote, things change.",27315,240452,vote things change,0.0,0.0,neutral,other
113,2020-10-09 21:27:26,The science is clear: social distancing and wearing masks prevents the spread of COVID-19 and saves lives. As we he… https://t.co/AYCyKndh80,4888,24221,science clear social distancing wearing masks prevents spread saves lives,0.06666666666666668,0.22499999999999998,positive,other
114,2020-10-09 20:58:17,"RT @JoeBiden: Why did Donald Trump tell Bob Woodward the truth about COVID-19, but not the American people?",45574,0,rt joebiden donald trump tell bob woodward truth american people,0.0,0.0,neutral,other
115,2020-10-09 19:05:56,"Joe Biden has been very clear: he will not raise taxes on anybody who makes less than $400,000 a year.",33090,222475,joe biden clear raise taxes anybody makes less year,-0.018333333333333313,0.2825,negative,other
116,2020-10-09 18:13:00,"RT @JoeBiden: Folks, if you live in:

Idaho
New York
North Carolina
Oklahoma

Today is your last day to register to vote. Head to https://t…",10161,0,rt joebiden folks live idaho new york north carolina oklahoma today last day register vote head,0.0909090909090909,0.34040404040404043,positive,other
117,2020-10-09 17:11:07,Tune in to listen to my conversation with @iambeckyg about the power of your vote in this election:… https://t.co/zfeMXOXzMX,1297,5574,tune listen conversation iambeckyg power vote election,0.0,0.0,neutral,election
118,2020-10-09 13:42:21,"Good morning. 25 days to go. Let’s get this done, together→ https://t.co/MykJL0X5gt. https://t.co/YMMLCcoDV3",14583,133193,good morning 25 days go lets get done together,0.7,0.6000000000000001,positive,other
119,2020-10-09 01:46:59,Young people graduating from college are wondering if they can get a job. People are worried about whether they’ll… https://t.co/9o2BxgdKQU,13243,94750,young people graduating college wondering get job people worried whether theyll,0.1,0.4,positive,other
120,2020-10-08 21:56:07,.@JoeBiden and I are in Phoenix kicking off our bus tour to fight for our democracy and bring integrity back to the… https://t.co/4T2u0p4yFK,1778,10119,joebiden phoenix kicking bus tour fight democracy bring integrity back,0.0,0.0,neutral,other
121,2020-10-08 20:49:39,"Breonna Taylor was a caregiver. She cared for her grandmother, her family, her community. She was beautiful, inside… https://t.co/20bXsCuaKL",4528,22358,breonna taylor caregiver cared grandmother family community beautiful inside,0.85,1.0,positive,other
122,2020-10-08 19:26:19,"RT @JoeBiden: I promise you that as president, I will always appeal to the best in us — not the worst. https://t.co/E07GuV4m7G",8220,0,rt joebiden promise president always appeal best us worst,0.0,0.65,neutral,other
123,2020-10-08 18:23:55,"On January 28, Donald Trump and Mike Pence were informed about the nature of this pandemic. 

They knew it was leth… https://t.co/26X6u2MR21",25676,113229,january 28 donald trump mike pence informed nature pandemic knew leth,0.0,0.0,neutral,other
124,2020-10-08 15:19:24,"If we use our vote and we use our voice, we will win. Watch a recap of last night's debate now. https://t.co/mJ6vHhAFjL",7953,39257,use vote use voice win watch recap last night debate,0.4,0.23333333333333334,positive,other
125,2020-10-08 13:41:28,"RT @DouglasEmhoff: 26 Days. ⁦@KamalaHarris⁩ was so great last night, but we keep moving onward! Today: Kamala is in Arizona with ⁦@JoeBiden…",7066,0,rt douglasemhoff 26 days kamalaharris great last night keep moving onward today kamala arizona joebiden,0.4,0.4083333333333333,positive,other
126,2020-10-08 13:32:28,"Thankful for all of your messages of support. With only 26 days left until Election Day, let’s use this moment to d… https://t.co/gXTiDR0nWv",10855,136967,thankful messages support 26 days left election day lets use moment,0.0,0.5,neutral,election
127,2020-10-08 03:25:43,Thank you for all the support. Let’s keep this momentum going: https://t.co/IUQ5OZPZSS https://t.co/ZMc8uwTckL,20769,167665,thank support lets keep momentum going,0.0,0.0,neutral,other
128,2020-10-08 02:35:59,"We need an administration that can heal and unite, not tear us apart. Let’s do this together. https://t.co/MCGStCFHRI",3740,24011,need administration heal unite tear us apart lets together,0.0,0.0,neutral,other
129,2020-10-08 02:32:55,This is a pattern. He refused to condemn white supremacists—and then he doubled down. https://t.co/UWF6OSeZfI,17252,88863,pattern refused condemn white supremacistsand doubled,-0.07777777777777779,0.14444444444444446,negative,other
130,2020-10-08 02:29:51,Vote early. Go to https://t.co/MykJL0X5gt to find out how.,5077,25805,vote early go find,0.1,0.3,positive,other
131,2020-10-08 02:23:08,"Just last ​week,​ Donald Trump stood on a​ debate stage ​and refused to condemn white supremacists.

This isn’t the… https://t.co/UZnImR9nqT",14126,76759,last week donald trump stood debate stage refused condemn white supremacists isnt,0.0,0.03333333333333333,neutral,other
132,2020-10-08 02:15:28,Donald Trump has betrayed our friends and embraced dictators around the world. https://t.co/ZHw9VeSTaL,7299,40256,donald trump betrayed friends embraced dictators around world,0.0,0.0,neutral,other
133,2020-10-08 02:13:03,I will always fight for a woman’s right to make a decision about her own body. It should be her decision and not Donald Trump’s.,43121,266651,always fight womans right make decision body decision donald trumps,0.44285714285714284,0.7678571428571428,positive,other
134,2020-10-08 02:10:47,The American people want us to fill a seat right now—but it’s not on the Supreme Court; it’s the one in the Oval Office.,21377,143693,american people want us fill seat right nowbut supreme court one oval office,0.14285714285714285,0.26785714285714285,positive,other
135,2020-10-08 02:03:40,"Donald Trump called John McCain a “loser.”

He let Putin get away with placing bounties on the heads of our troops.… https://t.co/zsgh9fFdia",10647,51701,donald trump called john mccain loser let putin get away placing bounties heads troops,0.0,0.0,neutral,other
136,2020-10-08 01:58:12,Donald Trump prefers to take the word of Vladimir Putin over that of the American intelligence community.,14392,89048,donald trump prefers take word vladimir putin american intelligence community,0.0,0.0,neutral,other
137,2020-10-08 01:52:53,"Joe Biden is responsible for saving America's auto industry. And Mike Pence voted against it. So let's set the record straight. 

Thank you.",18404,119144,joe biden responsible saving america auto industry mike pence voted let set record straight thank,0.2,0.47500000000000003,positive,other
138,2020-10-08 01:49:21,"If you have a pre-existing condition, the Trump administration is coming for you. https://t.co/mf6fux03nR",20768,89420,condition trump administration coming,0.0,0.0,neutral,other
139,2020-10-08 01:46:16,.@JoeBiden will not ban fracking. That is a fact.,12402,96592,joebiden ban fracking fact,0.0,0.0,neutral,other
140,2020-10-08 01:38:14,.@JoeBiden and I believe the economy is doing well when our workers and our families are doing well. That’s why our… https://t.co/DwAQeOurvz,8710,51699,joebiden believe economy well workers families well thats,0.0,0.0,neutral,other
141,2020-10-08 01:35:19,"Donald Trump paid $750 in taxes. When I first heard about it, I literally said, “You mean $750,000?”",18493,157252,donald trump paid 750 taxes first heard literally said mean,-0.03125,0.5104166666666666,negative,other
142,2020-10-08 01:31:03,The day @JoeBiden asked me to serve with him was one of the most memorable days of my life. My mother—who came to t… https://t.co/Lnn5uaJrrp,4493,50467,day joebiden asked serve one memorable days life motherwho came,0.5,0.75,positive,other
143,2020-10-08 01:24:08,RT @JoeBiden: We’re eight months into this pandemic and Donald Trump and Mike Pence still have no plan to deal with COVID-19. He’s still ho…,4097,0,rt joebiden eight months pandemic donald trump mike pence still plan deal hes still ho,0.0,0.0,neutral,other
144,2020-10-08 01:22:26,"Over 210,000 Americans have died. Over 7 million have contracted this disease. Nearly 30 million have filed for une… https://t.co/ypGbBkKpzY",5753,24826,americans died 7 million contracted disease nearly 30 million filed une,0.1,0.4,positive,other
145,2020-10-08 01:17:21,"Trump didn’t share information about the virus because he wanted you to stay calm. 

I want to ask you: how calm we… https://t.co/Hdx2Tte6P1",9335,47520,trump didnt share information virus wanted stay calm want ask calm,0.30000000000000004,0.75,positive,other
146,2020-10-08 01:10:43,How Donald Trump and Mike Pence handled the coronavirus crisis is the greatest failure of any American presidency.,60514,420901,donald trump mike pence handled coronavirus crisis greatest failure american presidency,0.22777777777777777,0.43333333333333335,positive,other
147,2020-10-08 00:31:22,"Before I step on stage, join @MindyKaling, @PadmaLakshmi, @DJCassidy, members of my family, and more guests for a p… https://t.co/kMeCei0cFJ",967,5483,step stage join mindykaling padmalakshmi djcassidy members family guests p,0.5,0.5,positive,other
148,2020-10-07 22:46:47,"RT @JoeBiden: Taylor — Thanks for your support and for speaking out at this crucial moment in our nation’s history.

Election Day is right…",24943,0,rt joebiden taylor thanks support speaking crucial moment nations history election day right,0.1,0.6,positive,election
149,2020-10-07 22:46:35,@taylorswift13 @vmagazine @inezandvinoodh Voting never goes out of style. Thank you so much for your support Taylor… https://t.co/LTw8ItnWjD,7549,77783,taylorswift13 vmagazine inezandvinoodh voting never goes style thank much support taylor,0.2,0.2,positive,other
150,2020-10-07 21:03:52,Tonight. 9pm ET. https://t.co/uQR3INMnGd,6312,41915,tonight 9pm et,0.0,0.0,neutral,other
151,2020-10-07 18:41:45,RT @TeamJoe: Join our art stream with Claire Salvo who is creating a portrait of @KamalaHarris all set to our lo-fi playlist. Come hang out…,415,0,rt teamjoe join art stream claire salvo creating portrait kamalaharris set playlist come hang,0.0,0.0,neutral,other
152,2020-10-07 17:20:09,"Together, we can build back better and bring our country together—but it starts with getting everyone you know to v… https://t.co/0oO2gDikNi",1695,7902,together build back better bring country togetherbut starts getting everyone know v,0.25,0.25,positive,other
153,2020-10-07 14:37:15,@ErinnFHarley She has my vote. Tell her to keep leading.,700,7321,erinnfharley vote tell keep leading,0.0,0.0,neutral,other
154,2020-10-07 13:23:29,Masks save lives. https://t.co/ZvgjQsCQay,16715,147473,masks save lives,0.0,0.0,neutral,other
155,2020-10-07 01:21:20,"People have asked me what they can do in the final 28 days of this election, and here’s what I say: make more phone… https://t.co/ifhEzVeLbc",18140,94897,people asked final 28 days election heres say make phone,0.25,0.75,positive,election
156,2020-10-07 00:30:15,"RT @JoeBiden: Make no mistake: if you are out of work, if your business is closed, if your child’s school is shut down, if you are seeing l…",94266,0,rt joebiden make mistake work business closed childs school shut seeing l,-0.1277777777777778,0.19444444444444448,negative,other
157,2020-10-06 22:39:38,Trump turned his back on millions of Americans who are struggling to get through this global pandemic and desperate… https://t.co/kCKU5fSHpw,8447,33132,trump turned back millions americans struggling get global pandemic desperate,0.0,0.0,neutral,other
158,2020-10-06 21:08:15,"RT @JoeBiden: I give you my word: If I am elected president, I will marshal the ingenuity and goodwill of this nation to turn division into…",40412,0,rt joebiden give word elected president marshal ingenuity goodwill nation turn division,0.0,0.0,neutral,other
159,2020-10-06 20:29:41,"Throughout American history, we’ve fought and won battles for the soul of our nation, and we’ll do it again. Tune i… https://t.co/7s7vhtu1U2",2362,9910,throughout american history weve fought battles soul nation well tune,0.0,0.0,neutral,other
160,2020-10-06 17:55:29,Optimism is the fuel driving every fight I’ve been in—and I could not be more optimistic for the future:… https://t.co/Uz3AYtZ3T8,5179,36435,optimism fuel driving every fight ive inand could optimistic future,0.5,0.5,positive,other
161,2020-10-06 16:23:48,RT @JoeBiden: #ImVotingFor Shamar — and every kid in this country — because they deserve the chance to go as far as their God-given potenti…,20496,0,rt joebiden imvotingfor shamar every kid country deserve chance go far potenti,0.1,1.0,positive,other
162,2020-10-06 15:03:52,"#ImVotingFor people like my mother, Shyamala, who taught my sister and me that if you see a problem, you don't comp… https://t.co/aaYsN9wRNC",5588,34093,imvotingfor people like mother shyamala taught sister see problem comp,0.0,0.0,neutral,other
163,2020-10-06 13:55:24,RT @JoeBiden: Wear a mask. https://t.co/TSuLuzAXEB,104533,0,rt joebiden wear mask,0.0,0.0,neutral,other
164,2020-10-06 13:01:03,"“I hope you’ll vote for @JoeBiden with power, with passion, and with a love of this country that cannot possibly be… https://t.co/lj33klGOCM",4940,22265,hope youll vote joebiden power passion love country possibly,0.25,0.8,positive,other
165,2020-10-06 01:17:49,RT @JoeBiden: The future is yours. I'm counting on you. https://t.co/4vpSkat0ZH,10211,0,rt joebiden future counting,0.0,0.125,neutral,other
166,2020-10-06 01:04:39,RT @JoeBiden: Roe v. Wade must remain the law of the land. https://t.co/1Gq6Ncc2IK,10195,0,rt joebiden roe wade must remain law land,0.0,0.0,neutral,other
167,2020-10-06 00:49:48,"The Trump administration failed to address COVID-19, and now our students are paying the price. @JoeBiden and I wil… https://t.co/IX1YZc2kTo",2553,10246,trump administration failed address students paying price joebiden wil,-0.5,0.3,negative,other
168,2020-10-06 00:40:09,RT @TeamJoe: We need a president who will denounce white supremacists. #BidenTownHall,2574,0,rt teamjoe need president denounce white supremacists bidentownhall,0.0,0.0,neutral,other
169,2020-10-06 00:29:59,"The Biden-Harris plan to get coronavirus under control includes: free COVID-19 testing, treatment, and vaccines for everyone.",27780,186663,plan get coronavirus control includes free testing treatment vaccines everyone,0.4,0.8,positive,other
170,2020-10-06 00:19:08,RT @JoeBiden: I view wearing a mask as a patriotic duty — to protect those around you. #BidenTownHall,26316,0,rt joebiden view wearing mask patriotic duty protect around bidentownhall,0.0,0.0,neutral,other
171,2020-10-06 00:09:26,.@JoeBiden is right—masks matter. Wearing a mask can save lives. Do it for yourself and for those around you.,13459,93475,joebiden rightmasks matter wearing mask save lives around,0.0,0.0,neutral,other
172,2020-10-05 23:55:16,"RT @JoeBiden: I’m about to take the stage for tonight’s Town Hall in Miami, Florida. Tune in to @NBC now to watch live. https://t.co/iFo4jT…",3474,0,rt joebiden im take stage tonights town hall miami florida tune nbc watch live,0.13636363636363635,0.5,positive,other
173,2020-10-05 23:42:14,"Everything we care about: health care, combating the climate crisis, racial justice, and more is on the ballot. 

T… https://t.co/V6BTgn7kVC",6067,31158,everything care health care combating climate crisis racial justice ballot,0.5,0.5,positive,other
174,2020-10-05 22:29:39,The people I get to hear from while traveling across our country give me the inspiration to keep working for a bett… https://t.co/T2ynRBfZSE,1370,7335,people get hear traveling across country give inspiration keep working bett,0.0,0.0,neutral,other
175,2020-10-05 21:39:05,"RT @JoeBiden: Folks, if you live in:

Arizona
Arkansas
Florida
Georgia
Hawaii
Indiana
Kentucky
Mississippi
Ohio
South Carolina
Tennessee
Te…",12397,0,rt joebiden folks live arizona arkansas florida georgia hawaii indiana kentucky mississippi ohio south carolina tennessee te,0.13636363636363635,0.5,positive,other
176,2020-10-05 20:02:28,"Together @JoeBiden and I will build an economy that works for the middle class, not just the wealthy and well-conne… https://t.co/hySDhmwtT4",1859,9161,together joebiden build economy works middle class wealthy,0.25,0.5,positive,other
177,2020-10-05 18:45:51,I’m so happy America is finally getting to know the @DouglasEmhoff that I know and love. Could not be more proud of… https://t.co/fplT46ccCg,1623,14241,im happy america finally getting know douglasemhoff know love could proud,0.52,0.82,positive,other
178,2020-10-05 17:47:25,This is more than just winning an election—the very character of our country is on the ballot this year. It’s going… https://t.co/jFsYtHALzn,1200,5170,winning electionthe character country ballot year going,0.39999999999999997,0.5166666666666667,positive,election
179,2020-10-05 14:27:41,"Wear a mask, not just for yourself but for those around you and the people you love.",33809,241328,wear mask around people love,0.5,0.6,positive,other
180,2020-10-05 01:20:52,.@JoeBiden and I are running to set our country on the right path for new generations of Americans. https://t.co/wGWQWZHMm1,9571,63457,joebiden running set country right path new generations americans,0.21103896103896103,0.4951298701298701,positive,other
181,2020-10-04 23:02:52,Wind down your Sunday and join us for an evening of gospel music as we work to restore the soul of our nation. Tune… https://t.co/15QYuI0EIn,1159,5497,wind sunday join us evening gospel music work restore soul nation tune,-0.15555555555555559,0.2888888888888889,negative,other
182,2020-10-04 20:19:14,Just days after the election the Supreme Court will hear a case that could strike down the Affordable Care Act in i… https://t.co/hs7ltUEhtZ,16130,72370,days election supreme court hear case could strike affordable care act,-0.15555555555555559,0.2888888888888889,negative,election
183,2020-10-04 17:20:33,"Farm workers are essential workers—they deserve to be treated with dignity and respect, especially as they work thr… https://t.co/rO1DTmy1SG",3178,14317,farm workers essential workersthey deserve treated dignity respect especially work thr,0.0,0.65,neutral,other
184,2020-10-04 15:47:57,RT @JoeBiden: 30 days.,42366,0,rt joebiden 30 days,0.0,0.0,neutral,other
185,2020-10-04 13:48:46,There are some powerful people in our country trying to make it difficult for us to vote. You know why? Because the… https://t.co/x8qHzP8CKY,9382,48664,powerful people country trying make difficult us vote know,-0.1,1.0,negative,other
186,2020-10-04 01:19:00,Access to health care should be a right and not just a privilege for those who can afford it. https://t.co/OcDiO7s5BP,6405,32464,access health care right privilege afford,0.2857142857142857,0.5357142857142857,positive,other
187,2020-10-04 00:14:02,Our campaign is powered by the people — grassroots donors chipping in $5 and $25 at a time. Join our grassroots fun… https://t.co/4cMTIChI4w,1229,5562,campaign powered people grassroots donors chipping 5 25 time join grassroots fun,0.0,0.0,neutral,other
188,2020-10-03 23:01:00,".@BarackObama, @michaelb4jordan, and I have made a plan to vote. What’s your plan? https://t.co/LBChx4yeRg",3437,16795,barackobama michaelb4jordan made plan vote whats plan,0.0,0.0,neutral,other
189,2020-10-03 21:25:18,"Today is a great day to make a plan to vote. Write down when you will vote, where you will vote, and how you will v… https://t.co/yOsexJwMLy",6071,29372,today great day make plan vote write vote vote v,0.32222222222222224,0.5194444444444445,positive,other
190,2020-10-03 19:22:26,This is the place. Happy to be in the beautiful state of Utah and start the day with former State Senator Scott How… https://t.co/vJutzLZMca,3155,30526,place happy beautiful state utah start day former state senator scott,0.5499999999999999,0.6666666666666666,positive,other
191,2020-10-03 16:54:20,The threat of this virus is real for all of us. Let it be a reminder that we must remain vigilant and take care of… https://t.co/dsKw3jd9Hk,9649,64045,threat virus real us let reminder must remain vigilant take care,0.2,0.30000000000000004,positive,other
192,2020-10-03 16:52:22,"RT @JoeBiden: Be a patriot. Do your part.

Wearing a mask will protect you. But it will also protect those around you — your mom, your dad,…",49608,0,rt joebiden patriot part wearing mask protect also protect around mom dad,0.0,0.0,neutral,other
193,2020-10-03 13:24:51,One month. Let’s give it our all.,42249,377807,one month lets give,0.0,0.0,neutral,other
194,2020-10-02 22:44:49,Voting is a big step towards building our country back better. Tune in now to our voter mobilization drive-in event… https://t.co/lRsFEvQlr3,1808,8892,voting big step towards building country back better tune voter mobilization event,0.16666666666666666,0.19999999999999998,positive,other
195,2020-10-02 20:04:59,"RT @JoeBiden: Tonight, @BarackObama, @KamalaHarris, and @MichaelB4Jordan are hosting a grassroots fundraiser to discuss what's at stake thi…",5771,0,rt joebiden tonight barackobama kamalaharris michaelb4jordan hosting grassroots fundraiser discuss stake thi,0.0,0.0,neutral,other
196,2020-10-02 17:47:11,Both @DouglasEmhoff and I were tested for COVID-19 this morning and thankfully we tested negative. This virus is st… https://t.co/jnbgzQ83tr,18351,181235,douglasemhoff tested morning thankfully tested negative virus st,-0.3,0.4,negative,other
197,2020-10-02 16:31:50,RT @JoeBiden: I’m happy to report that Jill and I have tested negative for COVID. Thank you to everyone for your messages of concern. I hop…,135093,0,rt joebiden im happy report jill tested negative covid thank everyone messages concern hop,0.25,0.7,positive,other
198,2020-10-02 13:17:04,Doug and I join Joe Biden and Dr. Biden in wishing President Trump and the First Lady a full and speedy recovery. W… https://t.co/wXqkG0idwg,13727,176398,doug join joe biden biden wishing president trump first lady full speedy recovery w,0.3,0.44166666666666665,positive,other
199,2020-10-02 02:23:15,"Could not be more thrilled that one of my favorite actors, @michaelb4jordan, is joining @BarackObama and me for our… https://t.co/IiCsZwxuQy",2175,14039,could thrilledthat one favorite actors michaelb4jordan joining barackobama,0.5333333333333333,0.7333333333333334,positive,other
